model,Train Strict Accuracy (%)_mean,Train Strict Accuracy (%)_moe,Train ±1 Grade Accuracy (%)_mean,Train ±1 Grade Accuracy (%)_moe,Val Strict Accuracy (%)_mean,Val Strict Accuracy (%)_moe,Val ±1 Grade Accuracy (%)_mean,Val ±1 Grade Accuracy (%)_moe
median_ensemble_set_transformer,65.57440000000001,0.24999051732307076,90.77359999999999,0.21635157330160013,46.8984,0.4273959360115611,82.5176,0.29789399842798053
set_transformer,61.1496,0.623698717058269,88.00239999999998,0.5823075369728732,43.76480000000001,0.5488148054323456,78.9288,0.5706786138003649
set_transformer_additive,56.38960000000001,0.4436365521046681,86.80679999999998,0.4356174300447274,44.98999999999999,0.5586522664822636,80.7396,0.5907841045938705
set_transformer_xy,62.0968,0.5360308138505825,88.75760000000002,0.4954693315153704,44.56399999999999,0.503527805535895,80.004,0.5437187895219796
soft_voting_ensemble_all,62.71079999999999,0.3019832731248643,88.9244,0.2162964379673194,46.892799999999994,0.2657772500885997,82.5816,0.24250787606510774
soft_voting_ensemble_deepset,45.562,0.21951188876384725,83.05,0.3540393248408403,43.4024,0.2339842081494859,80.80720000000001,0.3819095808510471
soft_voting_ensemble_set_transformer,66.8788,0.28811491677959705,90.99439999999998,0.25219027550146905,47.166799999999995,0.3072269051096264,82.35959999999999,0.29484022018205264
stacking_ensemble_all,69.96919999999999,0.4113167740902909,94.6456,0.1258587838655086,47.8124,0.38139944500143297,83.8132,0.22961499935028606
stacking_ensemble_deepset,48.556000000000004,0.09359121948706133,84.3968,0.052777186041514726,47.3316,0.1315006291586559,82.6268,0.10306220284753452
stacking_ensemble_set_transformer,72.48400000000001,0.27602794692600563,94.0464,0.1249291284690887,48.8032,0.3545797751119222,83.7288,0.2836198159209931
trimmed_mean_ensemble_all,60.144400000000005,0.2841643815775615,87.92120000000001,0.21982641615465065,46.4212,0.26613441767464063,82.72439999999999,0.21907509539606412
trimmed_mean_ensemble_deepset,45.562,0.21951188876384725,83.05,0.3540393248408403,43.4024,0.2339842081494859,80.80720000000001,0.3819095808510471
trimmed_mean_ensemble_set_transformer,66.8788,0.28811491677959705,90.99439999999998,0.25219027550146905,47.166799999999995,0.3072269051096264,82.35959999999999,0.29484022018205264
xgboost_ensemble_all,83.6484,0.22333595009582,96.92479999999999,0.10458298968252527,48.8536,0.3052823425324473,83.148,0.25489216868216086
xgboost_ensemble_deepset,60.1404,0.15265633303216578,87.16120000000001,0.11804176686472223,47.3492,0.21725222779625977,81.02600000000001,0.16316985887944527
xgboost_ensemble_set_transformer,81.30160000000001,0.23811486706793294,95.8908,0.10233080199677326,48.975199999999994,0.29919914447993384,83.16959999999999,0.30151403599520565
